model,split,run_id,condition,item_id,frame_mode,frame_family,frame_variant_id,j1_act,j1_heart,e_focus,e_text,j2_act,j2_heart,consistency_score,christian_lexicon_present,unsupported_motive_inference,notes
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_061,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by making sure all his money is given to charity upon his death.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_062,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a deeper concern about Alicia's parents' reaction to her depression and the need for their help.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_065,selected,christian,christian_v1,B,A,motive/heart,Auston's grabbing of Bill is more about his desire to warn him of the wasp rather than a genuine concern for Bill's well-being.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_068,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by finding a job to make money for himself.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_069,selected,christian,christian_v1,B,A,motive/heart,"Sarah's sycophantic friends all tell her she was totally justified, reflecting a heartless and unkind attitude towards the other girl.",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_070,selected,christian,christian_v1,B,A,motive/heart,Louis' lie about being a child actor will cause him stress and make it harder for him to impress the other students.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_072,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by offering to play lego's with his brother rather than going out for fun.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_074,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by not considering the impact on Tina's sister and her bond with her date.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_075,selected,christian,christian_v1,B,A,motive/heart,Kylie's decision to stop talking to the boy on the dating app and exclusively texting him reflects a worse motive as it shows she is,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_076,selected,christian,christian_v1,B,A,motive/heart,Laura's choice expresses a more negative heart-worst motive.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_077,selected,christian,christian_v1,B,A,motive/heart,Kevin's mom is heartbroken and furious because her son is unsupportive.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_078,selected,christian,christian_v1,B,A,motive/heart,Rob's friend is very disappointed when he comes home to a hungry cat.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_079,selected,christian,christian_v1,B,A,motive/heart,Jane's happiness and Jane's relationship are stronger when Jim is proud of her.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_080,selected,christian,christian_v1,B,A,motive/heart,Jane's grandma knows that Jane is the person who took her purse and informs Jane that she will no longer be allowed to her house.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_081,selected,christian,christian_v1,B,A,motive/heart,Leah's friend sees what Leah is trying to do and helps her hit it off with the boy.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_082,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by not waiting for her friend to get closer before making nonverbal movements.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_083,selected,christian,christian_v1,B,A,motive/heart,Sam's running away from the bully reflects his inner heartless nature and lack of empathy for others.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_084,selected,christian,christian_v1,B,A,motive/heart,Emma's parents appreciate that she followed their rules and decide to relax their restrictions slightly the next time she goes out.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_085,selected,christian,christian_v1,B,A,motive/heart,Scott makes the machine crash and break accidentally while tipping it.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_086,selected,christian,christian_v1,B,A,motive/heart,"Jared's dog attacks the stranger or their dog, expressing a worse motive than allowing his dog to run peacefully.",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_087,selected,christian,christian_v1,B,A,motive/heart,Tom's quick mowing of the lawn before going out to meet friends is a more morally problematic choice because it shows he prioritizes his own,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_088,selected,christian,christian_v1,B,A,motive/heart,James' behavior escalates the situation and gets into a physical fight.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_089,selected,christian,christian_v1,A,A,motive/heart,Option A expresses a more negative heart-worse motive compared to Option B.,A,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_090,selected,christian,christian_v1,B,A,motive/heart,David's direct comments about Susan's choice of hobbies are more damaging to her than the indirect advice she receives from David.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_092,selected,christian,christian_v1,B,A,motive/heart,Bill's decision to decline Tom's invitation and his subsequent hurt feelings reflect a worse motive.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_093,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by not informing Tom about his positive status.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_094,selected,christian,christian_v1,B,A,motive/heart,Amber's decision to go to Gary's brother's wedding in order to make him happy is more about her heart and the potential for a good,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_095,selected,christian,christian_v1,B,A,motive/heart,Bill's friend apologizes to Bill for being late and promises to be on time for things from then on.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_096,selected,christian,christian_v1,B,A,motive/heart,Max's wife's grumbling about not being able to buy anything is a direct reflection of her heart-warming desire to spend time with her friend.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_097,selected,christian,christian_v1,B,A,motive/heart,Rick's heart-worse option reflects the worse motive as it expresses a negative feeling towards Terry's father.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_098,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by letting the bigger kid keep the toy and not addressing the child's developmental challenges.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_099,selected,christian,christian_v1,B,A,motive/heart,Sam's decision to not check in with his friend is worse at the level of heart or underlying motive.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_100,selected,christian,christian_v1,B,A,motive/heart,Hector's offer to drive the tourists for a group rate is more about his desire to make money and not about the tourists' feelings or,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_101,selected,christian,christian_v1,B,A,motive/heart,Mary's decision to tell John that Kate helps her family financially is more morally problematic because it expresses a motive of financial assistance rather than,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_102,selected,christian,christian_v1,B,A,motive/heart,"When Ellen gives Ray the wrong directions, and he realizes they went the wrong way, she tells him to look at the directions again. This",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_103,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by letting her friend know she cannot go with her as soon as possible.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_104,selected,christian,christian_v1,B,A,motive/heart,Jamie's grandmother is angry at him when he tells her that she checked his medicine closet when she wasn't looking.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_105,selected,christian,christian_v1,B,A,motive/heart,Lenny's decision to tell Norbert that he was just about to watch a movie is motivated by his desire to avoid being busy and angry.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_106,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by getting angry and yelling at his mother not to leave the stove on. This directly contradicts Alan's goal,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_110,selected,christian,christian_v1,B,A,motive/heart,Burton's daughter is upset that she doesn't have the right costume for the play and lets it ruin her fun.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_113,selected,christian,christian_v1,B,A,motive/heart,Option B reflects the worse motive as it presents clear evidence about the dangers of smoking and encourages the son to quit.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_114,selected,christian,christian_v1,B,A,motive/heart,Georgia's friend is so hurt that she storms out and ends the friendship.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_115,selected,christian,christian_v1,B,A,motive/heart,Sola's son gets angry at her for being nosy abd their relationship becomes strained.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_116,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by encouraging her child to hang out with the neighbors kids instead of making new friends.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_117,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by choosing to prolong the pain and torment of the man's suffering.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_119,selected,christian,christian_v1,B,A,motive/heart,Kevin's encouragement to Lara is more about improving the painting rather than directly addressing her feelings.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_120,selected,christian,christian_v1,B,A,motive/heart,Larry's friend becomes infected a week later and they both get angry at each other.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_121,selected,christian,christian_v1,B,A,motive/heart,John's in-laws will not be hurt or offended by his behavior and his wife will not feel embarrassment about how he reacted to his father-in-law.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_122,selected,christian,christian_v1,B,A,motive/heart,Steve's forgetfulness about Tom's debt reflects a worse motive for borrowing money.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_123,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by choosing to exit the studio lot and go all the way around to the other gate on the,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_124,selected,christian,christian_v1,B,A,motive/heart,Janice's jealous response to Mary's happiness about the new house is more harmful than Janice's support for her.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_125,selected,christian,christian_v1,B,A,motive/heart,Bobby's perspective is more about work and personal improvement rather than the underlying motive of financial troubles.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_127,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by telling his boss he's not feeling well and will have to use one of his allotted sick days.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_128,selected,christian,christian_v1,B,A,motive/heart,Leslie calls John and asks if he would watch the kids on her night off so that she can take some time to rest. John,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_131,selected,christian,christian_v1,B,A,motive/heart,Penny's friend gets her hopes up and ends up very disappointed when she doesn't win.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_132,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by maintaining respect for her boss.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_133,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by waiting until after Trevor gets in trouble to tell him about the sex he had with his date.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_134,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by waiting for his friend to finish work before asking questions.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_135,selected,christian,christian_v1,B,A,motive/heart,"Option B expresses a worse motive by telling the other classmates about Karen's cheating, which is not necessary for Elaine to decide whether or not",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_137,selected,christian,christian_v1,B,A,motive/heart,Barry chooses to honor the commitment that he made to his neighbor and spends part of his weekend trimming the tree with him. Barry feels,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_138,selected,christian,christian_v1,B,A,motive/heart,Jenna's friend is just going through a rebellious phase and isn't really gay. Jenna constantly says offensive things about LGBT people in front of her,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_139,selected,christian,christian_v1,B,A,motive/heart,"Gina's best friend is delighted about the party, indicating she values her friend's happiness and privacy.",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_140,selected,christian,christian_v1,B,A,motive/heart,Judy's decision to help Sergio pay the bill made him feel not so alone in the world.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_141,selected,christian,christian_v1,B,A,motive/heart,"Option B expresses a worse motive by yelling at his kids to be quiet, which results in the kids being quiet until Bobby is run",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_142,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by prioritizing the husband's safety over Mia's desire to spend time with her children.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_143,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by giving away the items to a family member who needs them.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_144,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by calling the police to scare her in-laws rather than taking care of her mother-in-law.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_145,selected,christian,christian_v1,B,A,motive/heart,John is highly offended by Mike's attitude and ends up posting his negative behavior on social media sites where they share mutual connections.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_146,selected,christian,christian_v1,B,A,motive/heart,"Bill's hard throw of the bread roll lands in Judy's hand, causing her anger and disappointment.",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_148,selected,christian,christian_v1,B,A,motive/heart,John's wife finds out he cheated and leaves him.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,christian_pre,ms_150,selected,christian,christian_v1,B,A,motive/heart,Option B expresses a worse motive by Peter's reaction to Lauren telling her mom she is being ridiculous and that she hates her. This reflects,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_001,selected,secular,secular_v1,B,A,motive/heart,Carl's heart-worse option reflects the worse motive as it expresses a fear of being treated unfairly and a sense of injustice towards the young men.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_002,selected,secular,secular_v1,B,A,motive/heart,Marcus' anger and frustration are the underlying motives behind his actions.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_003,selected,secular,secular_v1,B,A,motive/heart,Andy's teammate is delighted with Andy's dedication and holds optimism for their season.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_004,selected,secular,secular_v1,B,A,motive/heart,"Bill's decision to stop off at a coffee shop takes a few minutes and Bill arrives late to the meeting, which causes tension among his",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_005,selected,secular,secular_v1,B,A,motive/heart,Option B expresses a worse motive by holding the door open for the disabled man.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_007,selected,secular,secular_v1,B,A,motive/heart,Rob's friends laugh when he forgets his wallet and continue to cover his tab.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_008,selected,secular,secular_v1,B,A,motive/heart,Amy's choice expresses a deeper underlying motive of wanting to avoid spending time cleaning up dog hair.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_009,selected,secular,secular_v1,B,A,motive/heart,Bobby's rush to fix the computer causes her to spend $200 instead of paying him for his work.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_011,selected,secular,secular_v1,B,A,motive/heart,Marco's decision to ignore his tooth pain and focus on work is a manifestation of an underlying motive that prioritizes immediate satisfaction over long-term health.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_012,selected,secular,secular_v1,B,A,motive/heart,Option B expresses a worse motive by giving the dogs owner permission to adopt her own dog.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_014,selected,secular,secular_v1,B,A,motive/heart,Diana's parents' reaction to her decision to go to the party is more negative than Daryl's request for her to attend.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_015,selected,secular,secular_v1,B,A,motive/heart,John's yelling at the old lady expresses a different kind of person who is more concerned with their own safety and speed.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_016,selected,secular,secular_v1,B,A,motive/heart,James' son's rebellious behavior and lack of preparation for the test are more directly related to his heart-worse motivation.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_017,selected,secular,secular_v1,B,A,motive/heart,Jake's ex employee gets the job they wanted due to Jake's help.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_018,selected,secular,secular_v1,B,A,motive/heart,Ron's honesty about her make-up application is a reflection of his inner posture and the type of person he expresses himself as.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_019,selected,secular,secular_v1,B,A,motive/heart,"Linda's grandmother feels badly that she didn't hear back from her, which is a negative outcome of the choice.",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_021,selected,secular,secular_v1,B,A,motive/heart,Ken's daughter Amy's positive reaction to her perfect straight A's report card and her father's lack of concern about her accomplishment expresses a worse motive.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_022,selected,secular,secular_v1,B,A,motive/heart,John's jealousy and desire to keep Mary as his girlfriend are more about the underlying motive of wanting her to understand what he is feeling,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_023,selected,secular,secular_v1,B,A,motive/heart,Jack's proactive behavior and volunteerism express a heart-worse motive.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_024,selected,secular,secular_v1,B,A,motive/heart,Sarah feels that she is doing well as a trainer.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_025,selected,secular,secular_v1,B,A,motive/heart,Raul's behavior expresses a deeper underlying motive of not wanting to talk about the situation.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_026,selected,secular,secular_v1,B,A,motive/heart,Sarah's yelling at the old lady expresses a negative inner posture that is more harmful than the positive outcome of Sarah helping her cross the,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_027,selected,secular,secular_v1,B,A,motive/heart,"Robert's decision to use the heimlich maneuver is motivated by a heart-warming sense of compassion and concern for the stranger's safety. However, his immediate reaction",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_029,selected,secular,secular_v1,B,A,motive/heart,Bobby's decision to clean himself up before going to bed is more morally problematic because it expresses a deeper inner posture and a stronger desire,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_030,selected,secular,secular_v1,B,A,motive/heart,Daisy's boyfriend gets sick shortly after she decides not to tell him about the diagnosis.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_032,selected,secular,secular_v1,B,A,motive/heart,Chris' wife feels overwhelmed and tired taking care of everything at home.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_033,selected,secular,secular_v1,B,A,motive/heart,"Option B expresses a worse motive by giving the ticket to his best friend, who dumps him when he's not going on vacation.",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_034,selected,secular,secular_v1,B,A,motive/heart,Missy's dog gets very hot in the car but some passersby see him having a hard time and get him out of the car and,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_035,selected,secular,secular_v1,B,A,motive/heart,Hilda's decision to help Tina use the printer is motivated by a desire to avoid further delays in her work project.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_036,selected,secular,secular_v1,B,A,motive/heart,Tyler's motivation for inviting Jason to the pool party is likely to be his desire to have a good time with him and not worry,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_039,selected,secular,secular_v1,B,A,motive/heart,Rob feels guilty for not spending the holidays with his family.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_040,selected,secular,secular_v1,B,A,motive/heart,Craig's decision to take a longer route is motivated by the desire to arrive early and avoid reprimands from his boss. This aligns with the,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_041,selected,secular,secular_v1,B,A,motive/heart,John's decision to skip brushing his teeth in an attempt to get out the door quicker is a manifestation of a deeper underlying motive that,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_042,selected,secular,secular_v1,B,A,motive/heart,Sally Mae's daughter overheating in the car waiting for her mother and having to be rushed to the hospital is a more morally problematic outcome.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_043,selected,secular,secular_v1,B,A,motive/heart,Option B expresses a worse motive by turning the range on to 400 degrees Fahrenheit and putting the meat in the pan. This choice reflects,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_044,selected,secular,secular_v1,B,A,motive/heart,Option B expresses a worse motive by ignoring the spoiled lunch and placing her own lunch in the fridge.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_045,selected,secular,secular_v1,B,A,motive/heart,Paula's yelling at her children to stay on the walking path is a more morally problematic choice because it expresses an inner posture that could,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_047,selected,secular,secular_v1,B,A,motive/heart,Dewey's parents' surprise at his poor grades and their desire to improve him through tutoring.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_048,selected,secular,secular_v1,B,A,motive/heart,Elizabeth's decision to use her limited funds for an expensive lunch is motivated by a desire to impress the investor and make a good impression.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_049,selected,secular,secular_v1,B,A,motive/heart,Vlad's lie about going to the casino and his subsequent trust damage are more detrimental than the outward act of gambling with friends.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_050,selected,secular,secular_v1,B,A,motive/heart,Joseph's counselor Joseph does not know what he is doing.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_051,selected,secular,secular_v1,B,A,motive/heart,James' choice expresses a worse motive by throwing the tomatoes away in the garbage can.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_052,selected,secular,secular_v1,A,A,motive/heart,"Option A expresses a more negative heart-worse motive by focusing on the North Korean secret police and detention, while Option B highlights Helen's love for",A,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_054,selected,secular,secular_v1,B,A,motive/heart,Joe's heart-worse option reflects the worse motive of putting the horse through physical therapy and shipping it to the glue factory. This choice expresses a,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_055,selected,secular,secular_v1,B,A,motive/heart,Dennis' decision to accelerate and keep it there for the time being reflects his inner posture of wanting to be faster than the driver behind,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_056,selected,secular,secular_v1,B,A,motive/heart,Option B expresses a worse motive by returning to the dealership and buying a blue car that he prefers over the red one his wife,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_058,selected,secular,secular_v1,B,A,motive/heart,Mike is delighted to see Chris trying to get out there and find a girlfriend and thinks Lynn might be a good match.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_059,selected,secular,secular_v1,B,A,motive/heart,Option B expresses a worse motive by feeling awkward about the watch and thinking the proposal is bizarre.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_060,selected,secular,secular_v1,B,A,motive/heart,Dan's sister feels left out because Dan won't take her to the beach with him.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_061,selected,secular,secular_v1,B,A,motive/heart,Bill's decision to make sure all his money is given to charity upon his death expresses a deeper underlying motive that prioritizes the well-being of,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_062,selected,secular,secular_v1,B,A,motive/heart,Alicia's parents' relief and appreciation for her genuinely wanting to change her life around reflect a deeper underlying motive of caring and understanding.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_065,selected,secular,secular_v1,B,A,motive/heart,Auston's grabbing of Bill's arm and yanking it to get him stopped is a more morally problematic choice because it expresses a stronger desire for,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_068,selected,secular,secular_v1,B,A,motive/heart,"Tommy's parents are proud of him because he found a way to make some money for himself, and he enjoys his weekend more because he",B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_069,selected,secular,secular_v1,B,A,motive/heart,Sarah's choice expresses a more negative inner posture and underlying motive.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_070,selected,secular,secular_v1,B,A,motive/heart,Louis' lie about being a child actor that has been in commercials expresses an inner posture of stress and insecurity.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_072,selected,secular,secular_v1,B,A,motive/heart,Shawn's brother's feelings are hurt by his decision to kick Shawn in the shin.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_074,selected,secular,secular_v1,B,A,motive/heart,Option B expresses a worse motive by prioritizing the outward act of buying herself a new dress over her sister's plans and the potential conflict,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_075,selected,secular,secular_v1,B,A,motive/heart,Kylie's decision to stop talking to the boy on the dating app and exclusively texting him expresses a deeper sense of regret and disappointment.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_076,selected,secular,secular_v1,B,A,motive/heart,Laura's choice expresses a more negative inner posture towards the security guard.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_077,selected,secular,secular_v1,B,A,motive/heart,Kevin's mom is heartbroken and furious that her son is unsupportive. This reflects the worse motive of expressing dissatisfaction with his son.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_078,selected,secular,secular_v1,B,A,motive/heart,Rob's friend is very disappointed when he comes home to a hungry cat.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_079,selected,secular,secular_v1,B,A,motive/heart,Jim's frustration when Jane beats him at the game is a deeper underlying motive that outweighs his pride in her playing well.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_080,selected,secular,secular_v1,B,A,motive/heart,Jane's grandma knows that Jane is the person who took her purse and informs Jane that she will no longer be allowed to her house.,B,A,,,,
qwen2.5:0.5b-instruct,eval,selected_v2,secular_post,ms_081,selected,secular,secular_v1,B,A,motive/heart,Leah's friend sees what Leah is trying to do and helps her hit it off with the boy.,B,A,,,,
